"Group.1","Group.2","u_teamid","count","AME","lower","upper","error","z","p","inv_weight","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","Stock","Flow","ChangeFlow","main_IV_as_control","twowayfe","cluster_any","mlm_any","mlm_re","mlm_fe","hybrid_mlm","level_cyear","level_country","level_year","country_dummies_only","year_dummies_only","year_as_count","logit","ologit","lpm","listwise","multimpute","ols","mlogit","ml_glm","bayes","L2boots","weights","pseudo_pnl","stata","r","mplus","spss","mlwin","dichotomize","categorical","mmodel","unbalpanel","w1985","w1990","w1996","w2006","w2016","AU","AT","BE","BG","CA","CL","HR","CY","CZ","DK","FI","FR","DE","HU","IS","IN","IE","IL","IT","JP","KR","LV","LT","NT","NZ","NO","PH","PL","PT","RU","SK","SI","ES","SE","CH","UK","US","ZA","TW","TR","UY","VE","orig13","orig17","eeurope","allavailable","emigration_ivC","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","unchange_ivC","poverty_ivC","fbunemprate_ivC","fbunempchange_ivC","fbeducrate_ivC","fbeducratechange_ivC","socxchg_ivC","gdpchange_ivC","ginin_ivC","mcp_ivC","regime_ivC","socialistdummy_ivC","targeting_ivC","socx_programspecific_ivC","conservatism_ivC","decomm_ivC","tradeunion10_ivC","subFB_ivC","socult_ivC","fract_ivC","antiimm_ivC","pop_ivC","age_iv","age2_iv","sex_iv","employed_iv","income_iv","occclass_iv","occstatus_iv","education_iv","married_iv","household_iv","reldenom_iv","relattend_iv","publice_iv","urban_iv","fb_iv","cuts_iv","taxes_iv","upol_iv","leftright_iv","trust_iv","efficacy_iv","fbXnet","netXcons","netXeduc","netXage","netXsex","netXunemp","netXinc","fbXeduc","fbXage","fbXsex","fbXunemp","fbXgini","fbXurban","fbXinc","squared_imm","fractXfb","fbXleftright","anynonlin","Hsupport","Hreject","Hnotest","Hmixed","Hsupport_stock","Hreject_stock","Hnotest_stock","Hsupport_net","Hreject_net","Hnotest_net","AME_Z","lower_Z","upper_Z","Hresult","Hsup","Hrej","Hno","AME_sup_p05","AME_sup_p10","countries","belief_strength","pro_immigrant","changemind_delib","topic_interest","pub_interest","team_size","stat","topic","belief","score_waves","score_cases","score_levels","score_mlm","score_mator","score_weight","total_score","pos_test_pct_p05","pos_test_pct_p10","stat_cat","belief_cat","topic_cat","total_score_cat"
49,"Reject",49,552.5,-0.00206666666666667,-0.0124633333333333,0.00832833333333333,0.0103966666666667,-0.779531666666667,0.329356666666667,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00206666666666667,-0.0124633333333333,0.00832833333333333,"Reject",0,1,0,0,0.333333333333333,13,4,2,2,5,4,3,-0.444113759713112,-0.107534546974558,-0.193703508646394,0.49511002,0.34229829,0.04889976,0.68826406,0.44254279,0.77506112,0.465362673333333,0,0.166666666666667,"Lowest","Low","Low","High"
58,"Reject",58,623.5,-0.00221666666666667,-0.0127683333333333,0.00833583333333333,0.0105516666666667,-0.280468333333333,0.514314166666667,36,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0.5,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.00221666666666667,-0.0127683333333333,0.00833583333333333,"Reject",0,1,0,0,0,22,6,2.33333333333333,4,5,5,3,-0.104496199254052,-0.0855010498387249,-0.175967019259392,0.78850856,0.91381418,0.59168704,0.50977995,0.49022005,0.3,0.59900163,0,0,"Low","Low","Low","Highest"
59,"Reject",59,653.5,-0.000583333333333333,-0.00425,0.00308333333333333,0.00366666666666667,0.503814166666667,0.0414725,24,0.25,0.25,0.25,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.000583333333333333,-0.00425,0.00308333333333333,"Reject",0,1,0,0.416666666666667,0.416666666666667,13,2,4,2,2,5,1,-0.393717277848282,-0.640937305274428,0.450543767183937,0.49511002,0.34229829,0.04889976,0.37408313,0.44254279,0.3,0.333822331666667,0.333333333333333,0.333333333333333,"Lowest","High","Lowest","Lowest"
60,"Reject",60,677.5,-0.00519166666666667,-0.0120475,0.001665,0.00685583333333333,-1.2997825,0.261744166666667,24,0.25,0.25,0.25,0.25,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0.333333333333333,0,0.333333333333333,1,1,1,1,0.333333333333333,0,0,1,0.333333333333333,0,1,0.333333333333333,0.333333333333333,0,1,1,1,0,0.333333333333333,1,0.333333333333333,0,0.333333333333333,1,1,1,1,1,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00519166666666667,-0.0120475,0.001665,"Reject",0,1,0,0.166666666666667,0.25,20,5,6,NA,5,5,1,-0.699497663296875,-0.600786874919615,-0.624380436929894,0.26650367,0.696617766666667,0.59168704,0.50977995,0.44254279,0.3,0.467855202777778,0.125,0.166666666666667,"Lowest","Lowest","Lowest","High"
61,"Reject",61,704.5,0.00183833333333333,-0.00130166666666667,0.00498083333333333,0.00314,0.626928333333333,0.400693333333333,24,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00183833333333333,-0.00130166666666667,0.00498083333333333,"Reject",0,1,0,0,0,18.5,6,2.66666666666667,3,4,4,3,0.623649601863474,0.375187065550427,-0.188520044834821,1,0.75091687,0.44254279,0.50977995,0.44254279,0.3,0.574297066666667,0.125,0.125,"High","Low","High","Highest"
65,"Reject",65,757.5,-0.000105,-0.00161666666666667,0.00141166666666667,0.00151166666666667,-0.0922508333333333,0.352506666666667,36,0.25,0.25,0.25,0.25,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0.666666666666667,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0.666666666666667,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-0.000105,-0.00161666666666667,0.00141166666666667,"Reject",0,1,0,0.166666666666667,0.25,25.3333333333333,4,3.33333333333333,3,5,5,3,0.570414347247666,0.506723076843262,0.174504557808003,0.49511002,0.91381418,0.59168704,0.50977995,0.44254279,0.3,0.542155663333333,0.0555555555555556,0.0833333333333333,"High","Low","High","Highest"
68,"Reject",68,840,-0.00783625,-0.0200541071428571,0.00438089285714286,0.0122178571428571,-1.21476767857143,0.363119107142857,112,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143,1,0,0,0.875,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.142857142857143,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00783625,-0.0200541071428571,0.00438089285714286,"Reject",0,1,0,0.125,0.25,26,4,2.66666666666667,3,4,5,3,-0.17332486296346,-0.322681654732537,0.284526143254422,0.78850856,0.91381418,0.53667482,0.50977995,0.59046455,0.3,0.606540343333333,0.0625,0.133928571428571,"Low","High","Lowest","Highest"
69,"Reject",69,902.5,-0.00222,-0.00587166666666667,0.00143333333333333,0.00365166666666667,-1.41645166666667,0.115295,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00222,-0.00587166666666667,0.00143333333333333,"Reject",0,1,0,0.5,0.5,13,4,3.33333333333333,2,5,5,3,-0.0502093708670102,0.054561553204202,-0.209419347242142,0.49511002,0.34229829,0.04889976,NA,0.44254279,0.3,0.325770172,0.5,0.5,"Low","Low","Low","Lowest"
72,"Reject",72,930.5,-0.00330333333333333,-0.00703166666666667,0.000431666666666667,0.00372833333333333,-1.42827166666667,0.0191116666666667,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00330333333333333,-0.00703166666666667,0.000431666666666667,"Reject",0,1,0,0.333333333333333,0.333333333333333,13,3,1.33333333333333,3,4,5,3,0.667160731990561,0.298205308262557,0.764254832121122,0.26650367,0.34229829,0.04889976,0.37408313,0.44254279,0.3,0.295721273333333,0.25,0.25,"High","Highest","High","Lowest"
75,"Reject",75,957.5,-0.0537941666666667,-0.352970833333333,0.245385833333333,0.299176666666667,-1.058975,0.274608333333333,18,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,0,0,1,1,0,0.5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.0537941666666667,-0.352970833333333,0.245385833333333,"Reject",0,1,0,0.333333333333333,0.333333333333333,16,5,3.66666666666667,3,5,4,3,0.559364345734456,-0.042349510161927,0.13231657795453,0.49511002,NA,0.66136919,0.50977995,0.44254279,0.3,0.48176039,0.222222222222222,0.222222222222222,"High","Low","Low","High"
77,"Reject",77,971.5,-0.011,-0.0345,0.0115,0.0235,-0.948565,0.3454,6,1,1,1,1,1,1,1,1,0,0,NA,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.011,-0.0345,0.0115,"Reject",0,1,0,0,0,24,4,2,2,5,4,2,0.0902180843945103,0.0601373838887287,0.0716127740151995,NA,0.91381418,0.59168704,0.50977995,0.473716385,0.3,0.557799511,0,0,"Low","Low","Low","Highest"
83,"Reject",83,986.5,-0.000355,-0.003445,0.00273666666666667,0.00309,-0.267636666666667,0.00364833333333333,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.000355,-0.003445,0.00273666666666667,"Reject",0,1,0,0.5,0.5,11,2,4,2,2,4,1,-0.882335847270304,-0.640877963287536,0.450919878071443,0.49511002,NA,0.04889976,0.37408313,0.44254279,0.3,0.33212714,0.416666666666667,0.416666666666667,"Lowest","High","Lowest","Lowest"
93,"Reject",93,1078.5,0.012048,0.005717,0.018384,0.006331,2.725084,0.077412,20,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.8,0,0,1,1,0.8,0,0,0,0,0,1,0,0.8,0,0,1,1,0,0,0,0,0,0.8,1,1,1,1,1,0,0,0,0,0,0,0,0.8,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.012048,0.005717,0.018384,"Reject",0,1,0,0,0.1,14.2,3,3.33333333333333,3,5,4,2,-0.435813658198548,-0.151850632248115,-0.103697838237878,0.49511002,0.91381418,0.04889976,0.37408313,0.59046455,0.3,0.435325183733333,0.2,0.3,"Lowest","Low","Low","High"
94,"Reject",94,1096.5,0.00933333333333333,-0.0105,0.0291666666666667,0.0198333333333333,0.916245,0.366605,12,1,1,1,1,1,1,1,1,0,0,1,0.833333333333333,0,0.166666666666667,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,1,0,0.833333333333333,0,0.166666666666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0.166666666666667,0,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0,0,0.666666666666667,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00933333333333333,-0.0105,0.0291666666666667,"Reject",0,1,0,0,0,15,2,5,2,4,4,2,-0.880255966861752,-0.662579293770863,0.450799751143828,0.49511002,NA,0.130195603333333,0.396699266666667,0.17991035,0.3,0.300383048,0.5,0.5,"Lowest","High","Lowest","Lowest"
95,"Reject",95,1107.5,-0.00288,-0.01526,0.0094975,0.01238,-0.6221275,0.2985225,8,0.25,0.25,0.25,0.25,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,-0.00288,-0.01526,0.0094975,"Reject",0,1,0,0,0,23,4,2,2,4,4,3,0.503013779234773,0.349883438148507,0.452610982027595,0.49511002,0.91381418,0.04889976,0.68826406,0.09779951,0.3,0.423981255,0,0.125,"High","High","High","High"
96,"Reject",96,1125.5,0.000213333333333333,-0.002905,0.00333125,0.00311833333333333,0.2869025,0.0851383333333333,96,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.000213333333333333,-0.002905,0.00333125,"Reject",0,1,0,0.375,0.375,14,1,1,3,4,5,1,-0.276009659633413,-0.561037845881629,-1.23602489645084,0.49511002,0.34229829,0.04889976,0.37408313,0.44254279,0.3,0.333822331666667,0.114583333333333,0.135416666666667,"Lowest","Lowest","Lowest","Lowest"
97,"Reject",97,1212.5,0.00149166666666667,-0.0072,0.010185,0.00869166666666667,0.286973333333333,0.66966,12,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,0.00149166666666667,-0.0072,0.010185,"Reject",0,1,0,0,0,16,2,2,3,3,5,2,-0.141487645801459,-0.441480657223646,0.579752018669781,0.49511002,0.91381418,0.04889976,0.37408313,0.49022005,0.3,0.43702119,0.0833333333333333,0.0833333333333333,"Low","High","Lowest","High"
