id,count
t0m1,1
t0m2,2
t0m3,3
t0m4,4
t0m5,5
t0m6,6
t0m7,7
t0m8,8
t0m9,9
t0m10,10
t0m11,11
t0m12,12
t0m13,13
t0m14,14
t0m15,15
t0m16,16
t0m17,17
t0m18,18
t0m19,19
t0m20,20
t0m21,21
t0m22,22
t0m23,23
t0m24,24
t0m25,25
t0m26,26
t0m27,27
t0m28,28
t0m29,29
t0m30,30
t0m31,31
t0m32,32
t0m33,33
t0m34,34
t0m35,35
t0m36,36
t0m37,37
t0m38,38
t0m39,39
t0m40,40
t0m41,41
t0m42,42
t0m43,43
t0m44,44
t0m45,45
t0m46,46
t0m47,47
t0m48,48
t1m1,49
t1m2,50
t1m3,51
t1m4,52
t1m5,53
t1m6,54
t1m7,55
t1m8,56
t2m1,57
t2m2,58
t2m3,59
t2m4,60
t3m1,61
t3m2,62
t3m3,63
t3m4,64
t3m5,65
t3m6,66
t3m7,67
t3m8,68
t3m9,69
t3m10,70
t3m11,71
t3m12,72
t5m1,73
t5m2,74
t5m3,75
t5m4,76
t5m5,77
t5m6,78
t5m7,79
t5m8,80
t5m9,81
t5m10,82
t5m11,83
t5m12,84
t5m13,85
t5m14,86
t5m15,87
t5m16,88
t5m17,89
t5m18,90
t5m19,91
t5m20,92
t5m21,93
t5m22,94
t5m23,95
t5m24,96
t5m25,97
t5m26,98
t5m27,99
t5m28,100
t5m29,101
t5m30,102
t5m31,103
t5m32,104
t6m1,105
t6m2,106
t6m3,107
t6m4,108
t6m5,109
t6m6,110
t6m7,111
t6m8,112
t7m1,113
t7m2,114
t7m3,115
t7m4,116
t7m5,117
t7m6,118
t7m7,119
t7m8,120
t7m9,121
t7m10,122
t8m1,123
t10m1,124
t10m2,125
t10m3,126
t10m4,127
t10m5,128
t10m6,129
t10m7,130
t10m8,131
t10m9,132
t10m10,133
t10m11,134
t10m12,135
t12m1,136
t12m2,137
t12m3,138
t12m4,139
t12m5,140
t12m6,141
t12m7,142
t12m8,143
t12m9,144
t12m10,145
t12m11,146
t12m12,147
t13m1,148
t13m2,149
t13m3,150
t13m4,151
t13m5,152
t13m6,153
t13m7,154
t13m8,155
t13m9,156
t13m10,157
t13m11,158
t13m12,159
t13m13,160
t13m14,161
t13m15,162
t13m16,163
t13m17,164
t13m18,165
t13m19,166
t13m20,167
t13m21,168
t13m22,169
t13m23,170
t13m24,171
t16m1,172
t16m2,173
t17m1,174
t17m2,175
t17m3,176
t18m1,177
t18m2,178
t18m3,179
t18m4,180
t18m5,181
t18m6,182
t18m7,183
t18m8,184
t18m9,185
t18m10,186
t18m11,187
t18m12,188
t19m1,189
t19m2,190
t19m3,191
t19m4,192
t19m5,193
t19m6,194
t19m7,195
t19m8,196
t19m9,197
t19m10,198
t20m1,199
t20m2,200
t20m3,201
t21m1,202
t21m2,203
t22m1,204
t22m2,205
t22m3,206
t22m4,207
t22m5,208
t22m6,209
t23m1,210
t23m2,211
t23m3,212
t23m4,213
t23m5,214
t23m6,215
t23m7,216
t23m8,217
t23m9,218
t23m10,219
t23m11,220
t23m12,221
t23m13,222
t23m14,223
t23m15,224
t23m16,225
t23m17,226
t23m18,227
t23m19,228
t23m20,229
t23m21,230
t23m22,231
t23m23,232
t23m24,233
t23m25,234
t23m26,235
t23m27,236
t23m28,237
t23m29,238
t23m30,239
t23m31,240
t23m32,241
t23m33,242
t23m34,243
t23m35,244
t23m36,245
t23m37,246
t23m38,247
t23m39,248
t23m40,249
t23m41,250
t23m42,251
t23m43,252
t23m44,253
t23m45,254
t23m46,255
t23m47,256
t23m48,257
t26m1,258
t26m2,259
t26m3,260
t26m4,261
t27m1,262
t27m2,263
t27m3,264
t27m4,265
t27m5,266
t27m6,267
t27m7,268
t27m8,269
t27m9,270
t27m10,271
t27m11,272
t27m12,273
t28m1,274
t28m2,275
t28m3,276
t28m4,277
t28m5,278
t28m6,279
t28m7,280
t28m8,281
t28m9,282
t28m10,283
t28m11,284
t28m12,285
t28m13,286
t28m14,287
t28m15,288
t28m16,289
t28m17,290
t28m18,291
t28m19,292
t28m20,293
t28m21,294
t28m22,295
t28m23,296
t28m24,297
t29m1,298
t29m2,299
t29m3,300
t29m4,301
t29m5,302
t29m6,303
t29m7,304
t29m8,305
t29m9,306
t29m10,307
t29m11,308
t29m12,309
t29m13,310
t29m14,311
t29m15,312
t29m16,313
t29m17,314
t29m18,315
t29m19,316
t29m20,317
t29m21,318
t29m22,319
t29m23,320
t29m24,321
t29m25,322
t29m26,323
t29m27,324
t29m28,325
t29m29,326
t29m30,327
t29m31,328
t29m32,329
t29m33,330
t29m34,331
t29m35,332
t29m36,333
t29m37,334
t29m38,335
t29m39,336
t29m40,337
t29m41,338
t29m42,339
t29m43,340
t29m44,341
t29m45,342
t29m46,343
t29m47,344
t29m48,345
t30m1,346
t30m2,347
t30m3,348
t30m4,349
t30m5,350
t30m6,351
t30m7,352
t30m8,353
t31m1,354
t31m2,355
t31m3,356
t31m4,357
t31m5,358
t31m6,359
t31m7,360
t31m8,361
t31m9,362
t31m10,363
t31m11,364
t31m12,365
t31m13,366
t31m14,367
t31m15,368
t31m16,369
t31m17,370
t31m18,371
t31m19,372
t31m20,373
t31m21,374
t31m22,375
t31m23,376
t31m24,377
t31m25,378
t31m26,379
t31m27,380
t31m28,381
t31m29,382
t31m30,383
t31m31,384
t31m32,385
t31m33,386
t31m34,387
t31m35,388
t31m36,389
t31m37,390
t31m38,391
t31m39,392
t31m40,393
t31m41,394
t31m42,395
t31m43,396
t31m44,397
t31m45,398
t31m46,399
t31m47,400
t31m48,401
t32m1,402
t33m1,403
t33m2,404
t33m3,405
t33m4,406
t33m5,407
t33m6,408
t33m7,409
t33m8,410
t33m9,411
t33m10,412
t33m11,413
t33m12,414
t33m13,415
t33m14,416
t33m15,417
t33m16,418
t33m17,419
t33m18,420
t33m19,421
t33m20,422
t34m1,423
t34m2,424
t34m3,425
t34m4,426
t34m5,427
t34m6,428
t34m7,429
t34m8,430
t34m9,431
t34m10,432
t34m11,433
t34m12,434
t34m13,435
t34m14,436
t34m15,437
t34m16,438
t35m1,439
t35m2,440
t35m3,441
t35m4,442
t36m1,443
t36m2,444
t36m3,445
t36m4,446
t36m5,447
t36m6,448
t37m1,449
t37m2,450
t37m3,451
t38m1,452
t38m2,453
t39m1,454
t39m2,455
t39m3,456
t39m4,457
t39m5,458
t39m6,459
t39m7,460
t39m8,461
t39m9,462
t39m10,463
t39m11,464
t39m12,465
t40m1,466
t40m2,467
t40m3,468
t40m4,469
t40m5,470
t40m6,471
t40m7,472
t40m8,473
t41m1,474
t41m2,475
t41m3,476
t41m4,477
t41m5,478
t41m6,479
t41m7,480
t41m8,481
t41m9,482
t41m10,483
t41m11,484
t41m12,485
t42m1,486
t42m2,487
t43m1,488
t43m2,489
t43m3,490
t43m4,491
t43m5,492
t43m6,493
t45m1,494
t45m2,495
t45m3,496
t45m4,497
t45m5,498
t45m6,499
t46m1,500
t46m2,501
t46m3,502
t46m4,503
t46m5,504
t46m6,505
t46m7,506
t46m8,507
t46m9,508
t46m10,509
t46m11,510
t46m12,511
t46m13,512
t46m14,513
t46m15,514
t46m16,515
t46m17,516
t46m18,517
t46m19,518
t46m20,519
t46m21,520
t46m22,521
t46m23,522
t46m24,523
t47m1,524
t47m2,525
t47m3,526
t47m4,527
t47m5,528
t47m6,529
t47m7,530
t47m8,531
t47m9,532
t47m10,533
t47m11,534
t47m12,535
t48m1,536
t48m2,537
t48m3,538
t48m4,539
t48m5,540
t48m6,541
t48m7,542
t48m8,543
t48m9,544
t48m10,545
t48m11,546
t48m12,547
t48m13,548
t48m14,549
t49m1,550
t49m2,551
t49m3,552
t49m4,553
t49m5,554
t49m6,555
t49m7,556
t49m8,557
t49m9,558
t49m10,559
t49m11,560
t49m12,561
t52m1,562
t52m2,563
t52m3,564
t52m4,565
t52m5,566
t52m6,567
t52m7,568
t52m8,569
t52m9,570
t52m10,571
t52m11,572
t52m12,573
t52m13,574
t52m14,575
t52m15,576
t52m16,577
t52m17,578
t52m18,579
t52m19,580
t52m20,581
t52m21,582
t52m22,583
t52m23,584
t52m24,585
t52m25,586
t52m26,587
t52m27,588
t52m28,589
t52m29,590
t52m30,591
t52m31,592
t52m32,593
t52m33,594
t52m34,595
t52m35,596
t52m36,597
t54m1,598
t54m2,599
t54m3,600
t54m4,601
t54m5,602
t54m6,603
t54m7,604
t54m8,605
t54m9,606
t54m10,607
t54m11,608
t54m12,609
t56m1,610
t56m2,611
t58m1,612
t58m2,613
t58m3,614
t58m4,615
t58m5,616
t58m6,617
t58m7,618
t58m8,619
t58m9,620
t58m10,621
t58m11,622
t58m12,623
t58m13,624
t58m14,625
t58m15,626
t58m16,627
t58m17,628
t58m18,629
t58m19,630
t58m20,631
t58m21,632
t58m22,633
t58m23,634
t58m24,635
t58m25,636
t58m26,637
t58m27,638
t58m28,639
t58m29,640
t58m30,641
t58m31,642
t58m32,643
t58m33,644
t58m34,645
t58m35,646
t58m36,647
t59m1,648
t59m2,649
t59m3,650
t59m4,651
t59m5,652
t59m6,653
t59m7,654
t59m8,655
t59m9,656
t59m10,657
t59m11,658
t59m12,659
t59m13,660
t59m14,661
t59m15,662
t59m16,663
t59m17,664
t59m18,665
t59m19,666
t59m20,667
t59m21,668
t59m22,669
t59m23,670
t59m24,671
t60m1,672
t60m2,673
t60m3,674
t60m4,675
t60m5,676
t60m6,677
t60m7,678
t60m8,679
t60m9,680
t60m10,681
t60m11,682
t60m12,683
t60m13,684
t60m14,685
t60m15,686
t60m16,687
t60m17,688
t60m18,689
t60m19,690
t60m20,691
t60m21,692
t60m22,693
t60m23,694
t60m24,695
t61m1,696
t61m2,697
t61m3,698
t61m4,699
t61m5,700
t61m6,701
t61m7,702
t61m8,703
t61m9,704
t61m10,705
t61m11,706
t61m12,707
t61m13,708
t61m14,709
t61m15,710
t61m16,711
t61m17,712
t61m18,713
t61m19,714
t61m20,715
t61m21,716
t61m22,717
t61m23,718
t61m24,719
t62m1,720
t62m2,721
t62m3,722
t62m4,723
t62m5,724
t62m6,725
t62m7,726
t62m8,727
t62m9,728
t62m10,729
t62m11,730
t62m12,731
t62m13,732
t62m14,733
t62m15,734
t62m16,735
t64m1,736
t64m2,737
t64m3,738
t64m4,739
t64m5,740
t64m6,741
t64m7,742
t64m8,743
t64m9,744
t64m10,745
t64m11,746
t64m12,747
t64m13,748
t64m14,749
t64m15,750
t64m16,751
t65m1,752
t65m2,753
t65m3,754
t65m4,755
t65m5,756
t65m6,757
t65m7,758
t65m8,759
t65m9,760
t65m10,761
t65m11,762
t65m12,763
t65m13,764
t65m14,765
t65m15,766
t65m16,767
t65m17,768
t65m18,769
t65m19,770
t65m20,771
t65m21,772
t65m22,773
t65m23,774
t65m24,775
t65m25,776
t65m26,777
t65m27,778
t65m28,779
t65m29,780
t65m30,781
t65m31,782
t65m32,783
t65m33,784
t65m34,785
t65m35,786
t65m36,787
t68m1,788
t68m2,789
t68m3,790
t68m4,791
t68m5,792
t68m6,793
t68m7,794
t68m8,795
t68m9,796
t68m10,797
t68m11,798
t68m12,799
t68m13,800
t68m14,801
t68m15,802
t68m16,803
t68m17,804
t68m18,805
t68m19,806
t68m20,807
t68m21,808
t68m22,809
t68m23,810
t68m24,811
t68m25,812
t68m26,813
t68m27,814
t68m28,815
t68m29,816
t68m30,817
t68m31,818
t68m32,819
t68m33,820
t68m34,821
t68m35,822
t68m36,823
t68m37,824
t68m38,825
t68m39,826
t68m40,827
t68m41,828
t68m42,829
t68m43,830
t68m44,831
t68m45,832
t68m46,833
t68m47,834
t68m48,835
t68m49,836
t68m50,837
t68m51,838
t68m52,839
t68m53,840
t68m54,841
t68m55,842
t68m56,843
t68m57,844
t68m58,845
t68m59,846
t68m60,847
t68m61,848
t68m62,849
t68m63,850
t68m64,851
t68m65,852
t68m66,853
t68m67,854
t68m68,855
t68m69,856
t68m70,857
t68m71,858
t68m72,859
t68m73,860
t68m74,861
t68m75,862
t68m76,863
t68m77,864
t68m78,865
t68m79,866
t68m80,867
t68m81,868
t68m82,869
t68m83,870
t68m84,871
t68m85,872
t68m86,873
t68m87,874
t68m88,875
t68m89,876
t68m90,877
t68m91,878
t68m92,879
t68m93,880
t68m94,881
t68m95,882
t68m96,883
t68m97,884
t68m98,885
t68m99,886
t68m100,887
t68m101,888
t68m102,889
t68m103,890
t68m104,891
t68m105,892
t68m106,893
t68m107,894
t68m108,895
t68m109,896
t68m110,897
t68m111,898
t68m112,899
t69m1,900
t69m2,901
t69m3,902
t69m4,903
t69m5,904
t69m6,905
t69m7,906
t69m8,907
t69m9,908
t69m10,909
t69m11,910
t69m12,911
t70m1,912
t70m2,913
t70m3,914
t70m4,915
t70m5,916
t70m6,917
t70m7,918
t70m8,919
t70m9,920
t70m10,921
t70m11,922
t70m12,923
t70m13,924
t70m14,925
t70m15,926
t70m16,927
t72m1,928
t72m2,929
t72m3,930
t72m4,931
t72m5,932
t72m6,933
t72m7,934
t72m8,935
t72m9,936
t72m10,937
t72m11,938
t72m12,939
t73m1,940
t73m2,941
t73m3,942
t73m4,943
t73m5,944
t73m6,945
t73m7,946
t73m8,947
t73m9,948
t73m10,949
t73m11,950
t73m12,951
t75m1,952
t75m2,953
t75m3,954
t75m4,955
t75m5,956
t75m6,957
t75m7,958
t75m8,959
t75m9,960
t75m10,961
t75m11,962
t75m12,963
t75m13,964
t75m14,965
t75m15,966
t75m16,967
t75m17,968
t75m18,969
t77m1,970
t77m2,971
t77m3,972
t77m4,973
t77m5,974
t77m6,975
t82m1,976
t82m2,977
t82m3,978
t82m4,979
t82m5,980
t82m6,981
t82m7,982
t82m8,983
t83m1,984
t83m2,985
t83m3,986
t83m4,987
t83m5,988
t83m6,989
t83m7,990
t83m8,991
t83m9,992
t83m10,993
t83m11,994
t83m12,995
t84m1,996
t84m2,997
t84m3,998
t84m4,999
t84m5,1000
t84m6,1001
t84m7,1002
t84m8,1003
t84m9,1004
t84m10,1005
t84m11,1006
t84m12,1007
t86m1,1008
t86m2,1009
t86m3,1010
t86m4,1011
t86m5,1012
t86m6,1013
t86m7,1014
t86m8,1015
t86m9,1016
t86m10,1017
t86m11,1018
t86m12,1019
t86m13,1020
t86m14,1021
t86m15,1022
t86m16,1023
t86m17,1024
t86m18,1025
t86m19,1026
t86m20,1027
t86m21,1028
t86m22,1029
t86m23,1030
t86m24,1031
t86m25,1032
t86m26,1033
t86m27,1034
t86m28,1035
t86m29,1036
t86m30,1037
t86m31,1038
t86m32,1039
t86m33,1040
t86m34,1041
t86m35,1042
t86m36,1043
t86m37,1044
t86m38,1045
t86m39,1046
t86m40,1047
t86m41,1048
t86m42,1049
t86m43,1050
t86m44,1051
t86m45,1052
t86m46,1053
t86m47,1054
t86m48,1055
t86m49,1056
t86m50,1057
t86m51,1058
t86m52,1059
t86m53,1060
t86m54,1061
t87m1,1062
t87m2,1063
t87m3,1064
t87m4,1065
t87m5,1066
t87m6,1067
t87m7,1068
t87m8,1069
t87m9,1070
t87m10,1071
t87m11,1072
t87m12,1073
t93m1,1074
t93m2,1075
t93m3,1076
t93m4,1077
t93m5,1078
t93m6,1079
t93m7,1080
t93m8,1081
t93m9,1082
t93m10,1083
t93m11,1084
t93m12,1085
t93m13,1086
t93m14,1087
t93m15,1088
t93m16,1089
t93m17,1090
t93m18,1091
t93m19,1092
t93m20,1093
t94m1,1094
t94m2,1095
t94m3,1096
t94m4,1097
t94m5,1098
t94m6,1099
t94m7,1100
t94m8,1101
t94m9,1102
t94m10,1103
t94m11,1104
t94m12,1105
t95m1,1106
t95m2,1107
t95m3,1108
t95m4,1109
t95m5,1110
t95m6,1111
t95m7,1112
t95m8,1113
t96m1,1114
t96m2,1115
t96m3,1116
t96m4,1117
t96m5,1118
t96m6,1119
t96m7,1120
t96m8,1121
t96m9,1122
t96m10,1123
t96m11,1124
t96m12,1125
t96m13,1126
t96m14,1127
t96m15,1128
t96m16,1129
t96m17,1130
t96m18,1131
t96m19,1132
t96m20,1133
t96m21,1134
t96m22,1135
t96m23,1136
t96m24,1137
t96m25,1138
t96m26,1139
t96m27,1140
t96m28,1141
t96m29,1142
t96m30,1143
t96m31,1144
t96m32,1145
t96m33,1146
t96m34,1147
t96m35,1148
t96m36,1149
t96m37,1150
t96m38,1151
t96m39,1152
t96m40,1153
t96m41,1154
t96m42,1155
t96m43,1156
t96m44,1157
t96m45,1158
t96m46,1159
t96m47,1160
t96m48,1161
t96m49,1162
t96m50,1163
t96m51,1164
t96m52,1165
t96m53,1166
t96m54,1167
t96m55,1168
t96m56,1169
t96m57,1170
t96m58,1171
t96m59,1172
t96m60,1173
t96m61,1174
t96m62,1175
t96m63,1176
t96m64,1177
t96m65,1178
t96m66,1179
t96m67,1180
t96m68,1181
t96m69,1182
t96m70,1183
t96m71,1184
t96m72,1185
t96m73,1186
t96m74,1187
t96m75,1188
t96m76,1189
t96m77,1190
t96m78,1191
t96m79,1192
t96m80,1193
t96m81,1194
t96m82,1195
t96m83,1196
t96m84,1197
t96m85,1198
t96m86,1199
t96m87,1200
t96m88,1201
t96m89,1202
t96m90,1203
t96m91,1204
t96m92,1205
t96m93,1206
t96m94,1207
t96m95,1208
t96m96,1209
t97m1,1210
t97m2,1211
t97m3,1212
t97m4,1213
t97m5,1214
t97m6,1215
t97m7,1216
t97m8,1217
t97m9,1218
t97m10,1219
t97m11,1220
t97m12,1221
t98m1,1222
t98m2,1223
t98m3,1224
t98m4,1225
t98m5,1226
t98m6,1227
t98m7,1228
t98m8,1229
t98m9,1230
t98m10,1231
t98m11,1232
t98m12,1233
t98m13,1234
t98m14,1235
t98m15,1236
t98m16,1237
t98m17,1238
t98m18,1239
t98m19,1240
t98m20,1241
t98m21,1242
t98m22,1243
t98m23,1244
t98m24,1245
t98m25,1246
t98m26,1247
t98m27,1248
t98m28,1249
t98m29,1250
t98m30,1251
t98m31,1252
t98m32,1253
t101m1,1254
t101m2,1255
t101m3,1256
t101m4,1257
t101m5,1258
t101m6,1259
t101m7,1260
t101m8,1261
t101m9,1262
t101m10,1263
t101m11,1264
t101m12,1265
t101m13,1266
t101m14,1267
t101m15,1268
t101m16,1269
t101m17,1270
t101m18,1271
t101m19,1272
t101m20,1273
t101m21,1274
t101m22,1275
t101m23,1276
t101m24,1277
t101m25,1278
t101m26,1279
t101m27,1280
t101m28,1281
t101m29,1282
t101m30,1283
t101m31,1284
t101m32,1285
t101m33,1286
t101m34,1287
t101m35,1288
t101m36,1289
t101m37,1290
t101m38,1291
t101m39,1292
t101m40,1293
t101m41,1294
t101m42,1295
t101m43,1296
t101m44,1297
t101m45,1298
t101m46,1299
t101m47,1300
t101m48,1301
t104m1,1302
t104m2,1303
t104m3,1304
t104m4,1305
t106m1,1306
t106m2,1307
t106m3,1308
t106m4,1309
